21510;200160;126470;
20930;146640;118680;
18670;121630;222130;
19200;134770;116870;
15610;97100;99310;
16950;136800;96760;
15620;98370;101040;
15440;98140;97900;
15410;204600;152320;
17950;121720;123840;
26230;202190;148570;
21140;137410;108800;
15130;230510;167420;
17620;139250;126210;
17610;285860;181960;
33920;227800;279910;
17470;148510;146960;
17860;392200;203650;
20810;225320;243370;
17930;145720;140650;
18210;142980;286690;
17170;136320;135470;
17070;178390;139220;
17070;137350;150410;
19940;205310;189350;
19280;163930;141850;
16860;217670;164680;
19700;143930;135030;
17420;198130;176270;
19950;193210;171350;
